City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Lunsar,0,SL,1575520691,98,8.69,-12.54,70.99,0.76
Moscow,75,RU,1575520428,100,55.75,37.62,36,11.18
Lingyuan,0,CN,1575520691,20,41.24,119.4,20.53,6.46
Umm Lajj,0,SA,1575520691,27,25.02,37.27,74.46,2.35
Vostok,100,RU,1575520691,89,46.45,135.83,-6.05,5.19
Kulu,0,CD,1575520692,80,3.47,23.69,74.05,2.24
Manta,0,RO,1575520692,86,45.1,24.1,27.05,1.48
Collie,0,AU,1575520692,8,-33.36,116.15,97,3.8
Horta,40,BR,1575520749,83,-10.93,-37.66,78.8,5.82
Owando,78,CG,1575520749,91,-0.49,15.91,74.59,1.25
Birin,0,NP,1575520749,51,26.89,88.07,60.93,5.59
Tual,100,ID,1575520749,71,-5.67,132.75,84.43,4.97
Chapais,90,CA,1575520749,92,49.78,-74.86,21.2,2.24
Ballina,94,IE,1575520750,87,54.11,-9.15,48.99,10
Bosaso,40,SO,1575520750,83,11.28,49.18,77,11.41
Zabol,0,IR,1575520750,52,31.03,61.49,44.6,4.7
Moerai,54,PF,1575520750,83,-22.43,-151.33,75.78,16.8
Batouri,33,CM,1575520750,51,4.44,14.36,70.2,0.74
Catarina,40,GT,1575520750,94,14.85,-92.08,77,6.76
Baiyin,11,CN,1575520750,29,36.55,104.13,32,4.47
Hami,0,CN,1575520750,23,42.84,93.51,34.88,1.48
Caravelas,94,BR,1575520750,97,-17.73,-39.27,72.81,1.23
Beringovskiy,100,RU,1575520750,83,63.05,179.32,25.79,31.32
Ortigueira,100,BR,1575520750,97,-24.21,-50.93,66.22,0.6
Rosenberg,1,US,1575520750,66,29.56,-95.81,59,4
Lata,0,IN,1575520750,19,30.78,78.62,36.1,6.69
Stantsionno-Oyashinskiy,90,RU,1575520750,91,55.47,83.82,23.61,8.99
Labuhan,63,ID,1575520750,57,-2.54,115.51,90.64,3.67
Bubaque,0,GW,1575520750,45,11.28,-15.83,80.49,20.15
Rundu,95,NA,1575520750,94,-17.91,19.77,69.8,2.24
Chuy,88,UY,1575520750,89,-33.69,-53.46,59.59,6.78
Padang,96,ID,1575520751,79,-0.92,100.36,79.36,0.87
Mattru,1,SL,1575520751,97,7.62,-11.83,73.15,2.66
Saint Anthony,1,US,1575520751,92,43.97,-111.68,21.2,4.7
Lewisporte,40,CA,1575520751,74,49.25,-55.06,33.8,17.22
Kununurra,40,AU,1575520751,16,-15.77,128.74,105.8,6.93
Fortuna,90,US,1575520751,87,40.6,-124.16,53.01,4.36
Totma,90,RU,1575520751,96,59.98,42.76,22.87,5.08
Canon City,90,US,1575520751,98,39.46,-117.13,32,4.92
Chambersburg,90,US,1575520751,80,39.94,-77.66,41,10.29
Orchard Homes,90,US,1575520751,80,46.86,-114.05,37.4,2.75
Tugulym,90,RU,1575520751,92,57.06,64.64,15.8,4.47
Lahaina,40,US,1575520751,73,20.87,-156.68,77,11.41
Quatre Cocos,40,MU,1575520751,78,-20.21,57.76,82,12.75
Thunder Bay,75,CA,1575520624,78,48.41,-89.26,17.01,6.93
Tiksi,100,RU,1575520751,99,71.64,128.87,-29.79,2.55
Aksarka,100,RU,1575520751,95,66.56,67.8,4.55,5.06
Winnemucca,90,US,1575520751,98,40.97,-117.74,32,5.82
Eydhafushi,100,MV,1575520751,81,5.1,73.07,80.78,18.84
Nabire,100,ID,1575520752,57,-3.36,135.5,89.22,4.85
Ngunguru,11,NZ,1575520752,85,-35.62,174.5,68.32,5.73
Kavaratti,75,IN,1575520752,79,10.57,72.64,84.2,3.36
Balabac,69,PH,1575520752,71,7.99,117.06,83.48,5.3
Lipovtsy,0,RU,1575520809,61,44.2,131.72,7.54,12.91
Asekeyevo,100,RU,1575520809,94,53.57,52.8,18.46,10.65
Praya,40,ID,1575520809,56,-8.71,116.27,93.2,14.99
Wellington,1,NZ,1575520586,55,-41.29,174.78,66.2,24.16
Ntcheu,91,MW,1575520810,72,-14.82,34.64,69.98,7.14
Eyl,99,SO,1575520810,66,7.98,49.82,82.17,16.04
Flinders,59,AU,1575520810,6,-34.58,150.85,87.8,24.16
Sioux Lookout,20,CA,1575520659,77,50.1,-91.92,5,2.28
Miraflores,94,PE,1575520810,71,-16.39,-71.52,53.6,2.24
Llanes,83,ES,1575520810,99,43.42,-4.75,50,1.01
Minot,1,US,1575520703,92,48.23,-101.3,28.4,4.7
Mogadishu,75,SO,1575520810,74,2.04,45.34,80.6,4.7
Ormara,100,PK,1575520810,52,25.21,64.64,78.12,11.74
Mackenzie,90,CA,1575520810,100,55.34,-123.09,21.2,8.05
Canutama,12,BR,1575520810,77,-6.53,-64.38,76.32,1.32
Sinnamary,20,GF,1575520810,80,5.38,-52.96,80.28,14.76
Shenjiamen,95,CN,1575520810,63,29.96,122.3,56.08,19.44
Eirunepe,100,BR,1575520810,96,-6.66,-69.87,73.4,2.1
Trofors,96,NO,1575520811,86,65.54,13.39,39.2,23.04
Jardim,93,BR,1575520751,96,-21.48,-56.15,73.13,2.93
Kaduna,30,NG,1575520811,32,10.52,7.44,66.07,5.82
Zheleznodorozhnyy,75,RU,1575520811,93,55.75,38,36,11.18
Znamenskoye,100,RU,1575520811,96,57.13,73.82,32.9,14.81
Yatou,14,CM,1575520811,94,3.63,9.81,75.22,3.31
Saint-Joseph,100,FR,1575520811,75,43.56,6.97,57,8.05
Severo-Kurilsk,67,RU,1575520811,82,50.68,156.12,19.85,9.73
Sorong,82,ID,1575520811,50,-0.86,131.25,91.18,5.01
Soe,100,EE,1575520811,93,57.91,26.05,41,18.34
Mehamn,100,NO,1575520811,86,71.03,27.85,33.8,12.75
Ixtapa,75,MX,1575520811,83,20.71,-105.21,77,4.7
Tamuin,60,MX,1575520812,87,21.98,-98.75,70.03,2.91
Msanga,100,TZ,1575520812,55,-6.04,36.03,77.86,1.1
Una,0,IN,1575520812,30,31.47,76.27,66.49,4.07
Grafton,90,AU,1575520812,20,-29.69,152.93,88,11.41
Iranshahr,0,IR,1575520812,41,27.21,60.69,60.8,6.93
La Rioja,0,AR,1575520812,47,-29.41,-66.86,56.07,1.77
Kardla,100,EE,1575520812,93,58.44,26.57,41,18.34
Quartucciu,20,IT,1575520812,93,39.25,9.18,57.2,6.93
Hobyo,100,SO,1575520812,43,5.35,48.53,83.89,15.14
Huangmei,0,CN,1575520812,29,30.1,115.95,57.54,9.86
Lotoshino,99,RU,1575520812,94,56.23,35.64,35.53,9.98
Juneau,90,US,1575520812,96,58.3,-134.42,33.8,0.76
Ruidoso,1,US,1575520750,70,33.33,-105.67,48.2,12.19
Shelbyville,1,US,1575520812,51,39.41,-88.79,39.2,5.82
San Patricio,56,PY,1575520812,62,-26.98,-56.83,69.87,7.36
Las Choapas,0,MX,1575520812,95,17.91,-94.09,70.92,3.33
Carbonia,20,IT,1575520869,93,39.17,8.53,57.2,6.93
Linares,0,CL,1575520869,56,-35.85,-71.6,53.31,0.87
Merritt Island,1,US,1575520730,76,28.54,-80.67,54,6.93
Andros Town,20,BS,1575520869,72,24.73,-77.79,62.6,3.36
Touros,98,BR,1575520870,83,-5.2,-35.46,75.2,6.93
Kumluca,11,TR,1575520870,57,36.37,30.29,51.67,7.38
Fasa,0,IR,1575520870,93,28.94,53.65,37.4,2.93
Gewane,66,ET,1575520870,39,10.16,40.66,80.89,4.54
Fairbanks,1,US,1575520870,83,64.84,-147.72,-9.4,1.28
Shikhany,100,RU,1575520870,90,52.12,47.22,24.66,15.61
Zhanaozen,79,KZ,1575520870,68,43.35,52.85,30.06,10.27
Cherskiy,97,RU,1575520870,72,68.75,161.3,-1.21,2.33
Sao Joao da Barra,74,BR,1575520870,85,-21.64,-41.05,74.26,19.26
Tura,0,RU,1575520870,89,64.27,100.22,-6.43,3.94
Zhicheng,10,CN,1575520870,18,35.04,112.59,51.08,10.29
Anadyr,75,RU,1575520870,72,64.73,177.51,15.8,26.84
Navolato,5,MX,1575520870,100,24.76,-107.7,70,1.95
Panama City,1,US,1575520857,76,30.16,-85.65,53.6,4.7
Moussoro,99,TD,1575520870,17,13.64,16.49,69.46,9.46
Phan Thiet,90,VN,1575520870,57,10.93,108.1,81.93,8.3
Brest,8,BY,1575520870,74,52.09,23.69,32,6.71
Shirokiy,100,RU,1575520871,100,53.87,39.17,33.01,3
Barra do Garcas,94,BR,1575520871,98,-15.89,-52.26,69.64,2.39
Killybegs,100,IE,1575520871,87,54.63,-8.45,46,10
Linxia,39,CN,1575520871,46,35.6,103.21,29.64,4.03
Yangjiang,100,CN,1575520871,27,21.85,111.96,66.99,4.03
Grand-Lahou,2,CI,1575520871,80,5.24,-5,82.92,13.96
Safford,75,US,1575520871,76,32.83,-109.71,57.2,8.05
Kasama,100,ZM,1575520871,97,-10.21,31.19,62.33,3.89
Kutum,15,SD,1575520871,27,14.2,24.66,60.39,4.47
Puebloviejo,40,CO,1575520871,74,10.99,-74.28,80.6,3.36
Byron Bay,0,AU,1575520871,32,-28.65,153.62,95,14.99
Moose Factory,90,CA,1575520871,92,51.26,-80.61,24.8,12.75
Rurrenabaque,94,BO,1575520871,94,-14.44,-67.53,69.91,0.94
Cavalcante,100,BR,1575520871,90,-13.79,-47.46,64.89,4.59
Yemelyanovo,75,RU,1575520871,92,56.17,92.69,21.2,6.71
Pierre,1,US,1575520871,74,44.37,-100.35,35.6,4.7
Girardot,75,CO,1575520871,100,4.31,-74.8,69.8,10.29
Brae,100,GB,1575520872,81,60.4,-1.35,46.4,33.33
Constantine,40,DZ,1575520872,81,36.36,6.61,46.4,9.17
Mackay,5,CA,1575520872,100,53.65,-115.58,15.8,2.24
Bilma,0,NE,1575520872,22,18.69,12.92,64.65,8.3
Acajutiba,9,BR,1575520872,96,-11.66,-38.02,69.22,4
Nishihara,40,JP,1575520872,35,35.74,139.53,59,1.12
Haveli,0,PK,1575520872,20,33.47,72.12,65.43,1.19
Hun,0,BE,1575520872,92,50.34,4.87,30.2,1.12
Barranca,96,PE,1575520872,92,-10.75,-77.76,65.48,9.44
Sayyan,0,YE,1575520872,41,15.17,44.32,54.97,4.65
Awjilah,40,LY,1575520929,45,29.14,21.3,58.23,8.52
Harlingen,0,NL,1575520929,100,53.18,5.41,48.2,8.05
Nanortalik,100,GL,1575520929,45,60.14,-45.24,29.48,2.91
Cockburn Town,14,TC,1575520803,78,21.46,-71.14,79.34,8.23
Abonnema,40,NG,1575520929,94,4.71,6.79,73.4,2.64
Maragogi,27,BR,1575520930,76,-9.01,-35.22,79.57,10.18
Bozoum,0,CF,1575520930,40,6.31,16.38,70.86,4.16
Bridgetown,0,AU,1575520930,25,-33.96,116.14,96.01,4
Tazovskiy,100,RU,1575520930,94,67.47,78.7,2.05,10.04
Syracuse,90,US,1575520926,80,43.05,-76.15,35.6,11.41
Beipiao,0,CN,1575520930,37,41.8,120.76,14.81,11.77
Xinzhi,75,TW,1575520930,64,22.54,120.62,68,10.29
Noshiro,75,JP,1575520930,68,40.21,140.05,32,20.8
Hernani,75,ES,1575520930,100,43.27,-1.98,45,3.36
